"flow_id","flow_name","flow_owner_user_name","job_id","job_name","output_table_list","job_conetent"
"1001","dim_ec_user_da","tangfei","10001","dim_ec_user_da","tmp_ec.tmp_dim_ec_user_da,dim_ec.dim_ec_user_da","-- =========================================================================
-- **创建人: tangfei tangfei@ecommerce.com
-- **创建时间: 2021-04-17
-- **代码描述: DIM维度表user全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: tangfei tangfei@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_user_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_user_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_user_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_user_da AS
SELECT
     t.user_id
     t.username
     t.phone
     t.email
     t.gender
     t.age_range
     t.vip_level
     t.register_time
     t.register_channel
     t.is_active
     t.last_login_time
     t.city_id
     t.city_name
     t.province_name
     t.region_name,
     '${dt}' AS dt
FROM ods_ec.ods_ec_user_di
WHERE dt = '${dt}'
  AND user_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_user_da
PARTITION (dt = '${dt}')
SELECT
     t.user_id
     t.username
     t.phone
     t.email
     t.gender
     t.age_range
     t.vip_level
     t.register_time
     t.register_channel
     t.is_active
     t.last_login_time
     t.city_id
     t.city_name
     t.province_name
     t.region_name
FROM tmp_ec.tmp_dim_ec_user_da;
"
"1002","dim_ec_product_da","chengang","10002","dim_ec_product_da","tmp_ec.tmp_dim_ec_product_da,dim_ec.dim_ec_product_da","-- =========================================================================
-- **创建人: chengang chengang@ecommerce.com
-- **创建时间: 2021-05-15
-- **代码描述: DIM维度表product全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: chengang chengang@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_product_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_product_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_product_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_product_da AS
SELECT
     t.product_id
     t.product_name
     t.category_id
     t.brand_id
     t.shop_id
     t.price
     t.status
     t.create_time,
     '${dt}' AS dt
FROM ods_ec.ods_ec_product_di
WHERE dt = '${dt}'
  AND product_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_product_da
PARTITION (dt = '${dt}')
SELECT
     t.product_id
     t.product_name
     t.category_id
     t.brand_id
     t.shop_id
     t.price
     t.status
     t.create_time
FROM tmp_ec.tmp_dim_ec_product_da;
"
"1003","dim_ec_shop_da","dongna","10003","dim_ec_shop_da","tmp_ec.tmp_dim_ec_shop_da,dim_ec.dim_ec_shop_da","-- =========================================================================
-- **创建人: dongna dongna@ecommerce.com
-- **创建时间: 2022-06-27
-- **代码描述: DIM维度表shop全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: dongna dongna@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_shop_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_shop_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_shop_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_shop_da AS
SELECT
     t.shop_id
     t.shop_name
     t.shop_type
     t.category_id
     t.owner_user_id
     t.province_name
     t.city_name
     t.region_id
     t.status
     t.create_time,
     '${dt}' AS dt
FROM ods_ec.ods_ec_shop_di
WHERE dt = '${dt}'
  AND shop_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_shop_da
PARTITION (dt = '${dt}')
SELECT
     t.shop_id
     t.shop_name
     t.shop_type
     t.category_id
     t.owner_user_id
     t.province_name
     t.city_name
     t.region_id
     t.status
     t.create_time
FROM tmp_ec.tmp_dim_ec_shop_da;
"
"1004","dim_ec_category_da","yangmin","10004","dim_ec_category_da","tmp_ec.tmp_dim_ec_category_da,dim_ec.dim_ec_category_da","-- =========================================================================
-- **创建人: yangmin yangmin@ecommerce.com
-- **创建时间: 2021-08-17
-- **代码描述: DIM维度表category全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: yangmin yangmin@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_category_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_category_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_category_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_category_da AS
SELECT
     t.category_id
     t.category_name
     t.parent_category_id
     t.parent_category_name
     t.level
     t.status,
     '${dt}' AS dt
FROM ods_ec.ods_ec_category_di
WHERE dt = '${dt}'
  AND category_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_category_da
PARTITION (dt = '${dt}')
SELECT
     t.category_id
     t.category_name
     t.parent_category_id
     t.parent_category_name
     t.level
     t.status
FROM tmp_ec.tmp_dim_ec_category_da;
"
"1005","dim_ec_brand_da","gaoyan","10005","dim_ec_brand_da","tmp_ec.tmp_dim_ec_brand_da,dim_ec.dim_ec_brand_da","-- =========================================================================
-- **创建人: gaoyan gaoyan@ecommerce.com
-- **创建时间: 2022-09-16
-- **代码描述: DIM维度表brand全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: gaoyan gaoyan@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_brand_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_brand_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_brand_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_brand_da AS
SELECT
     t.brand_id
     t.brand_name
     t.country
     t.status,
     '${dt}' AS dt
FROM ods_ec.ods_ec_brand_di
WHERE dt = '${dt}'
  AND brand_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_brand_da
PARTITION (dt = '${dt}')
SELECT
     t.brand_id
     t.brand_name
     t.country
     t.status
FROM tmp_ec.tmp_dim_ec_brand_da;
"
"1006","dim_ec_region_da","hexin","10006","dim_ec_region_da","tmp_ec.tmp_dim_ec_region_da,dim_ec.dim_ec_region_da","-- =========================================================================
-- **创建人: hexin hexin@ecommerce.com
-- **创建时间: 2022-11-17
-- **代码描述: DIM维度表region全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: hexin hexin@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_region_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_region_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_region_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_region_da AS
SELECT
     t.region_id
     t.region_name
     t.province_name
     t.city_name
     t.district_name,
     '${dt}' AS dt
FROM ods_ec.ods_ec_region_di
WHERE dt = '${dt}'
  AND region_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_region_da
PARTITION (dt = '${dt}')
SELECT
     t.region_id
     t.region_name
     t.province_name
     t.city_name
     t.district_name
FROM tmp_ec.tmp_dim_ec_region_da;
"
"1007","dim_ec_channel_da","zhoujing","10007","dim_ec_channel_da","tmp_ec.tmp_dim_ec_channel_da,dim_ec.dim_ec_channel_da","-- =========================================================================
-- **创建人: zhoujing zhoujing@ecommerce.com
-- **创建时间: 2022-07-10
-- **代码描述: DIM维度表channel全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: zhoujing zhoujing@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_channel_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_channel_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_channel_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_channel_da AS
SELECT
     t.channel_id
     t.channel_name
     t.channel_type
     t.platform
     t.status,
     '${dt}' AS dt
FROM ods_ec.ods_ec_channel_di
WHERE dt = '${dt}'
  AND channel_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_channel_da
PARTITION (dt = '${dt}')
SELECT
     t.channel_id
     t.channel_name
     t.channel_type
     t.platform
     t.status
FROM tmp_ec.tmp_dim_ec_channel_da;
"
"1008","dim_ec_coupon_type_da","wuqiang","10008","dim_ec_coupon_type_da","tmp_ec.tmp_dim_ec_coupon_type_da,dim_ec.dim_ec_coupon_type_da","-- =========================================================================
-- **创建人: wuqiang wuqiang@ecommerce.com
-- **创建时间: 2022-01-16
-- **代码描述: DIM维度表coupon_type全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: wuqiang wuqiang@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_coupon_type_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_coupon_type_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_coupon_type_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_coupon_type_da AS
SELECT
     t.user_id
     t.username
     t.phone
     t.email
     t.gender
     t.age_range
     t.vip_level
     t.register_time
     t.register_channel
     t.is_active
     t.last_login_time
     t.city_id
     t.city_name
     t.province_name
     t.region_name,
     '${dt}' AS dt
FROM ods_ec.ods_ec_coupon_type_di
WHERE dt = '${dt}'
  AND user_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_coupon_type_da
PARTITION (dt = '${dt}')
SELECT
     t.user_id
     t.username
     t.phone
     t.email
     t.gender
     t.age_range
     t.vip_level
     t.register_time
     t.register_channel
     t.is_active
     t.last_login_time
     t.city_id
     t.city_name
     t.province_name
     t.region_name
FROM tmp_ec.tmp_dim_ec_coupon_type_da;
"
"1009","dim_ec_logistics_carrier_da","sunhui","10009","dim_ec_logistics_carrier_da","tmp_ec.tmp_dim_ec_logistics_carrier_da,dim_ec.dim_ec_logistics_carrier_da","-- =========================================================================
-- **创建人: sunhui sunhui@ecommerce.com
-- **创建时间: 2021-08-22
-- **代码描述: DIM维度表logistics_carrier全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: sunhui sunhui@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_logistics_carrier_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_logistics_carrier_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_logistics_carrier_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_logistics_carrier_da AS
SELECT
     t.user_id
     t.username
     t.phone
     t.email
     t.gender
     t.age_range
     t.vip_level
     t.register_time
     t.register_channel
     t.is_active
     t.last_login_time
     t.city_id
     t.city_name
     t.province_name
     t.region_name,
     '${dt}' AS dt
FROM ods_ec.ods_ec_logistics_carrier_di
WHERE dt = '${dt}'
  AND user_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_logistics_carrier_da
PARTITION (dt = '${dt}')
SELECT
     t.user_id
     t.username
     t.phone
     t.email
     t.gender
     t.age_range
     t.vip_level
     t.register_time
     t.register_channel
     t.is_active
     t.last_login_time
     t.city_id
     t.city_name
     t.province_name
     t.region_name
FROM tmp_ec.tmp_dim_ec_logistics_carrier_da;
"
"1010","dim_ec_activity_type_da","sunhui","10010","dim_ec_activity_type_da","tmp_ec.tmp_dim_ec_activity_type_da,dim_ec.dim_ec_activity_type_da","-- =========================================================================
-- **创建人: sunhui sunhui@ecommerce.com
-- **创建时间: 2021-08-24
-- **代码描述: DIM维度表activity_type全量刷新
-- **涉及需求: 电商数仓自动化建设
-- **维护人: sunhui sunhui@ecommerce.com
-- **修改历史:
-- **
-- ===================META BEGIN=============================================
-- **依赖表列表:
-- **
-- ** ods_ec.ods_ec_activity_type_di
-- **OUTPUT TABLE:
-- **
-- ** dim_ec.dim_ec_activity_type_da
-- **
-- ===================META END===============================================

SET hive.exec.parallel=true;

-- 全量覆盖写入维表
DROP TABLE IF EXISTS tmp_ec.tmp_dim_ec_activity_type_da;

CREATE TABLE IF NOT EXISTS tmp_ec.tmp_dim_ec_activity_type_da AS
SELECT
     t.user_id
     t.username
     t.phone
     t.email
     t.gender
     t.age_range
     t.vip_level
     t.register_time
     t.register_channel
     t.is_active
     t.last_login_time
     t.city_id
     t.city_name
     t.province_name
     t.region_name,
     '${dt}' AS dt
FROM ods_ec.ods_ec_activity_type_di
WHERE dt = '${dt}'
  AND user_id IS NOT NULL;

INSERT OVERWRITE TABLE dim_ec.dim_ec_activity_type_da
PARTITION (dt = '${dt}')
SELECT
     t.user_id
     t.username
     t.phone
     t.email
     t.gender
     t.age_range
     t.vip_level
     t.register_time
     t.register_channel
     t.is_active
     t.last_login_time
     t.city_id
     t.city_name
     t.province_name
     t.region_name
FROM tmp_ec.tmp_dim_ec_activity_type_da;
"
